left
-0.3516191,1.324464,0.3315687
0,0,0
-0.004289841,-7.975101E-05,-0.003439549
-0.009351755,-1.323223E-05,-0.007839052
-0.01437469,0.000199914,-0.01245865
-0.01988934,0.0006612539,-0.01748577
-0.02597161,0.001109242,-0.02337995
-0.03213525,0.001596928,-0.02965075
-0.03916986,0.002512813,-0.03747142
-0.04518843,0.003747821,-0.04478027
-0.05153261,0.005447149,-0.05327084
-0.05719588,0.008372188,-0.0617389
-0.06216652,0.01119268,-0.07123648
-0.0669944,0.01472664,-0.08143713
-0.0700874,0.019189,-0.09205832
-0.07158134,0.02341545,-0.1015498
-0.07001799,0.02833259,-0.1101372
-0.06807812,0.03286648,-0.1184554
-0.0595438,0.0388422,-0.1238575
-0.04790451,0.04576981,-0.1271061
-0.02524675,0.05456555,-0.1248424
-0.0058728,0.0617274,-0.1233262
0.0173685,0.06784284,-0.119911
0.04056073,0.07183111,-0.1154402
0.06338143,0.075652,-0.1086334
0.08567056,0.0728327,-0.09999201
0.1071952,0.07208669,-0.09109268
0.1278471,0.06861544,-0.08094854
0.1489847,0.06507647,-0.07189085
0.1696377,0.05673826,-0.05898698
0.1901406,0.05129874,-0.04826201
0.2095313,0.040887,-0.03710468
0.228845,0.03270125,-0.026943
0.2475252,0.02456594,-0.01806411
0.2801288,0.01000249,-0.00549557
0.2801288,0.01000249,-0.00549557
0.2948128,0.004817009,-0.002878357
0.3051149,-0.0006037951,-0.002324411
0.3173951,-0.006306887,-2.980531E-10
right
-0.07458532,1.312202,0.2197618
0,0,0
0.0001219722,0.0005531311,0.001531616
-2.448766E-05,0.0007994175,0.003016398
-0.0002356333,0.001448035,0.00385384
-0.0001865951,0.002166986,0.004835136
-0.001185577,0.003271341,0.005623131
-0.002280231,0.004697204,0.006176866
-0.003102651,0.006190062,0.006856055
-0.004389763,0.007566929,0.007464972
-0.005048113,0.008851767,0.008500271
-0.006027692,0.01007843,0.01001606
-0.006237377,0.01118755,0.01227692
-0.005921858,0.01187015,0.01466709
-0.003527744,0.01198137,0.01666651
0.003209694,0.0109427,0.01740395
0.01045474,0.01042461,0.01742287
0.02017687,0.01142955,0.0172607
0.0334552,0.01387227,0.01620357
0.04837058,0.01743078,0.01510266
0.07152661,0.02431822,0.01320781
0.09349132,0.02961218,0.01200146
0.1179873,0.03302693,0.01195315
0.1477907,0.03475821,0.01303628
0.1812973,0.03564048,0.01698795
0.2161209,0.03387856,0.02216478
0.2536149,0.03090131,0.02849667
0.2922738,0.02759004,0.03635386
0.3343553,0.02282965,0.04237166
0.3781248,0.01664567,0.04822367
0.4253432,0.01070571,0.05116902
0.4767095,0.007043839,0.04878122
0.5224431,0.006413698,0.04430048
0.5721974,0.001301765,0.03368652
0.6501513,-0.009809732,0.002889565
0.6501513,-0.009809732,0.002889565
0.6959148,-0.01573062,-0.005997079
0.7297657,-0.02179742,-0.01391716
0.6844866,-0.05985701,6.905463E-09
