left
-0.2670435,1.340354,0.4580128
0,0,0
-0.001648306,0.004208565,-0.002756466
-0.003296683,0.008672476,-0.005686807
-0.004463034,0.0128305,-0.008917736
-0.005679186,0.01751077,-0.0121124
-0.006416886,0.02184415,-0.01553538
-0.007405456,0.02634716,-0.01879777
-0.008113957,0.03083372,-0.02237573
-0.00872454,0.03537822,-0.02586647
-0.00912261,0.04001331,-0.02953077
-0.009347976,0.04419065,-0.03330592
-0.009143893,0.04871416,-0.03715016
-0.008922064,0.05291939,-0.04082965
-0.008355768,0.05727243,-0.04450276
-0.007340148,0.06134224,-0.04849641
-0.005672794,0.06552339,-0.0520917
-0.004045584,0.06954241,-0.05549988
-0.001865853,0.0730778,-0.05876257
0.000514888,0.0767014,-0.0618653
0.003489311,0.08046079,-0.06485398
0.006196121,0.08400488,-0.06793893
0.01062393,0.08703184,-0.07065683
0.01556086,0.08983088,-0.07336861
0.01984584,0.0928148,-0.07614618
0.0251159,0.09577847,-0.07835825
0.03112072,0.09804964,-0.08070823
0.03804057,0.09983444,-0.08288997
0.04530086,0.1014591,-0.08495971
0.05316407,0.1026453,-0.08675412
0.06207478,0.1031084,-0.08804732
0.07212973,0.10278,-0.0889883
0.08110075,0.1030957,-0.09036841
0.09226912,0.1021603,-0.09151719
0.1042271,0.1005071,-0.09226803
0.1162008,0.09907734,-0.0933198
0.1284498,0.09732544,-0.09444647
0.1416385,0.09515929,-0.09562509
0.1547322,0.09271383,-0.09704478
0.1688921,0.08955801,-0.09831709
0.1826174,0.08612537,-0.09987582
0.1968338,0.081985,-0.1014042
0.2127082,0.07673943,-0.1025695
0.2266097,0.07133293,-0.1038809
0.2417696,0.06479025,-0.1047157
0.2565426,0.0578419,-0.1061717
0.2713497,0.0502975,-0.1077845
0.2866713,0.04161465,-0.1095101
0.30159,0.03379917,-0.1114989
0.3167556,0.02378392,-0.1137452
0.3315529,0.01400924,-0.1166444
0.3467689,0.003553152,-0.1196151
0.3619349,-0.007362127,-0.1230377
0.3778902,-0.01956201,-0.1261701
0.393839,-0.03174949,-0.1290746
0.4113612,-0.04597878,-0.1307971
0.4257891,-0.05772841,-0.1310056
0.4424911,-0.07120454,-0.1308672
0.4575888,-0.08358645,-0.1289473
0.4739603,-0.09708834,-0.1263993
0.4902988,-0.1103957,-0.122759
0.5047252,-0.1220365,-0.117534
0.5203241,-0.1347874,-0.1118729
0.5346493,-0.1473978,-0.1069086
0.5493444,-0.1600626,-0.09925255
0.5632175,-0.1724945,-0.09039218
0.5742247,-0.1904689,-0.08968365
0.5848768,-0.2018449,-0.07914972
0.5956591,-0.2140296,-0.06953406
0.6072398,-0.2263916,-0.05750944
0.6171154,-0.2367582,-0.04742033
0.6258255,-0.2480805,-0.03523197
0.6321106,-0.2585028,-0.02279302
0.6394188,-0.2696773,-0.01159335
0.6453571,-0.2799869,9.739036E-09
right
-0.1496992,1.148498,0.1337622
0,0,0
-0.002354931,-0.00277245,0.0001481497
-0.004598642,-0.005827546,0.0002947019
-0.006647331,-0.008538127,0.0006822196
-0.009049503,-0.01110113,0.001157411
-0.01145421,-0.01349628,0.001628927
-0.01377855,-0.01616502,0.001991295
-0.01606189,-0.01867545,0.002875755
-0.01806477,-0.02150118,0.003386452
-0.01980879,-0.02406228,0.004324055
-0.02165383,-0.02661991,0.00510286
-0.02335493,-0.02908421,0.005957054
-0.02488367,-0.03177059,0.006861608
-0.02633178,-0.03434777,0.007894175
-0.02599668,-0.03791213,0.00892063
-0.02605462,-0.04132497,0.009938749
-0.02547513,-0.04438186,0.01112371
-0.02431904,-0.04742634,0.01237209
